ensembl_gene_id,RPE1_baseline,K562_Ess_baseline,K562_GWPS_baseline,gene_name
ENSG00000142227,6.5631404,2.6696894,2.1991363,EMP3
ENSG00000142230,1.1492412,1.4848253,1.1460791,SAE1
ENSG00000142252,0.37165475,0.61295044,0.47691083,GEMIN7
ENSG00000142279,0.16881047,,,WTIP
ENSG00000142327,0.41316798,0.28215325,0.27716598,RNPEPL1
ENSG00000142330,0.11915373,0.1360648,0.11526757,CAPN10
ENSG00000142396,0.5475113,1.2023226,0.81563103,ERVK3-1
ENSG00000142408,0.7450592,,,CACNG8
ENSG00000142409,0.38596514,0.76417863,0.56732833,ZNF787
ENSG00000142444,0.27447158,0.5492452,0.3658331,TIMM29
ENSG00000142453,0.4320819,0.5810379,0.46311942,CARM1
ENSG00000142507,4.3305564,3.5370953,2.351209,PSMB6
ENSG00000142528,,0.09780432,,ZNF473
ENSG00000142534,17.575283,29.039705,25.755392,RPS11
ENSG00000142541,41.84029,41.85387,40.372433,RPL13A
ENSG00000142544,0.25544575,0.38933933,0.29789248,CTU1
ENSG00000142546,0.75770605,1.4337512,1.076367,NOSIP
ENSG00000142599,0.5891479,0.4890111,0.41617543,RERE
ENSG00000142627,0.7156443,,,EPHA2
ENSG00000142634,0.92036504,0.504167,0.4211871,EFHD2
ENSG00000142655,0.14969623,0.20833977,0.17036739,PEX14
ENSG00000142657,1.0064094,1.7600068,1.434558,PGD
ENSG00000142669,16.627405,1.277974,1.1799543,SH3BGRL3
ENSG00000142676,39.508194,53.308056,46.118324,RPL11
ENSG00000142684,0.9799906,2.6870644,1.7595574,ZNF593
ENSG00000142686,0.1784362,0.29515454,0.24518242,C1orf216
ENSG00000142687,0.44966015,0.5670981,0.5049496,KIAA0319L
ENSG00000142694,0.62363976,0.3339372,0.32351783,EVA1B
ENSG00000142731,0.19002217,0.28491607,0.21634285,PLK4
ENSG00000142751,0.21156676,0.26883733,0.20704238,GPN2
ENSG00000142784,0.121578515,0.1181451,0.10860526,WDTC1
ENSG00000142798,0.1782032,0.12116291,0.12977012,HSPG2
ENSG00000142856,0.5844982,1.1844571,0.85626614,ITGB3BP
ENSG00000142864,8.784634,17.189772,12.461757,SERBP1
ENSG00000142867,0.4471333,0.25578833,0.20956917,BCL10
ENSG00000142871,5.398641,,,CCN1
ENSG00000142875,0.2323542,,,PRKACB
ENSG00000142892,0.38519475,0.36024836,0.25822055,PIGK
ENSG00000142937,37.74891,67.748245,59.418877,RPS8
ENSG00000142945,0.6491773,1.4078964,1.1717132,KIF2C
ENSG00000142949,0.701864,0.2994243,0.23962437,PTPRF
ENSG00000143013,0.6094284,0.71941364,0.6887038,LMO4
ENSG00000143033,0.34570286,1.4305989,1.0342665,MTF2
ENSG00000143079,0.51012444,,,CTTNBP2NL
ENSG00000143093,0.10450648,0.15964787,0.12798858,STRIP1
ENSG00000143106,2.5940475,3.5260453,2.5999672,PSMA5
ENSG00000143119,,0.764251,0.70149755,CD53
ENSG00000143147,0.2453719,,,GPR161
ENSG00000143149,0.7838755,0.6781291,0.5786685,ALDH9A1
ENSG00000143153,1.0154207,,,ATP1B1
ENSG00000143155,0.9828624,1.1178272,0.84093046,TIPRL
ENSG00000143156,0.40855503,0.23092774,0.18321574,NME7
ENSG00000143157,0.30955264,0.6924159,0.5426726,POGK
ENSG00000143158,1.795128,1.35794,0.8346333,MPC2
ENSG00000143162,,0.94167084,0.84330255,CREG1
ENSG00000143164,0.52898943,0.5601609,0.49129826,DCAF6
ENSG00000143178,,0.63074905,0.5237463,TBX19
ENSG00000143179,0.5262914,1.2192549,0.7929277,UCK2
ENSG00000143183,1.2399234,2.7669585,1.9261452,TMCO1
ENSG00000143190,0.16305426,0.5529242,0.42599818,POU2F1
ENSG00000143198,3.2610002,1.3048422,1.2336755,MGST3
ENSG00000143207,0.27818093,0.43788254,0.3420318,COP1
ENSG00000143222,1.6559078,2.487438,1.9513971,UFC1
ENSG00000143224,,0.23391594,0.22430813,PPOX
ENSG00000143226,,0.10668863,0.21882538,FCGR2A
ENSG00000143228,1.1138964,0.7556984,0.6297674,NUF2
ENSG00000143252,1.3358989,1.773217,1.4950936,SDHC
ENSG00000143256,3.5667853,4.2247753,2.9573686,PFDN2
ENSG00000143294,0.5940573,0.7734868,0.56871134,PRCC
ENSG00000143303,,0.16129282,0.145986,RRNAD1
ENSG00000143314,0.6864825,0.50265247,0.3868452,MRPL24
ENSG00000143315,0.15827641,0.20634572,0.15655185,PIGM
ENSG00000143319,0.3575652,0.84983134,0.54591787,ISG20L2
ENSG00000143321,3.3391154,3.0308306,2.2225163,HDGF
ENSG00000143322,1.3312069,0.63496387,0.46394837,ABL2
ENSG00000143324,0.13204625,0.3971858,0.3142582,XPR1
ENSG00000143333,,0.20023794,0.14904022,RGS16
ENSG00000143337,0.34986025,0.48028883,0.38129762,TOR1AIP1
ENSG00000143344,0.11182435,,,RGL1
ENSG00000143353,0.63310164,0.70650774,0.56001663,LYPLAL1
ENSG00000143363,,0.15083289,0.12201786,PRUNE1
ENSG00000143367,0.13355608,,,TUFT1
ENSG00000143368,0.9236602,0.75668,0.61400473,SF3B4
ENSG00000143369,0.25381753,,,ECM1
ENSG00000143374,0.15289694,0.2971008,0.2688338,TARS2
ENSG00000143376,0.32252038,0.4033386,0.33329073,SNX27
ENSG00000143379,0.1283403,0.2573928,0.23060393,SETDB1
ENSG00000143382,,0.4083237,0.45888853,ADAMTSL4
ENSG00000143384,0.9031145,1.0250206,0.77217436,MCL1
ENSG00000143387,0.4988019,,,CTSK
ENSG00000143390,0.115306295,0.13221782,0.12066131,RFX5
ENSG00000143393,0.2620844,0.30949658,0.22756374,PI4KB
ENSG00000143398,0.34554598,0.35455346,0.25780317,PIP5K1A
ENSG00000143401,2.360196,3.2447162,2.4635963,ANP32E
ENSG00000143418,0.80270374,0.67900926,0.5034113,CERS2
ENSG00000143420,1.3322134,3.2454162,2.8155427,ENSA
ENSG00000143436,0.9138255,1.3530573,0.99863106,MRPL9
ENSG00000143437,0.1599861,0.19546244,0.1722379,ARNT
ENSG00000143442,0.32105184,0.48468855,0.3847695,POGZ
ENSG00000143443,0.10099777,0.103627495,0.1058831,C1orf56
ENSG00000143457,0.14269207,0.23516221,0.21705392,GOLPH3L
ENSG00000143458,0.14433391,,,GABPB2
ENSG00000143469,0.2040315,,,SYT14
ENSG00000143476,0.47654402,1.065085,0.7743124,DTL
ENSG00000143479,0.37967724,0.2630945,0.20490164,DYRK3
ENSG00000143486,0.35045797,0.87805885,0.7233951,EIF2D
ENSG00000143493,0.1490937,0.37618148,0.24105266,INTS7
ENSG00000143498,,0.19161756,0.10376758,TAF1A
ENSG00000143499,0.30127978,0.43872994,0.35002235,SMYD2
ENSG00000143507,,0.10847358,,DUSP10
ENSG00000143514,0.5322346,1.0728031,0.75864327,TP53BP2
ENSG00000143515,0.17284572,0.25176716,0.18149556,ATP8B2
ENSG00000143537,0.4637621,0.13442996,0.13141045,ADAM15
ENSG00000143543,2.689754,4.405556,3.0262804,JTB
ENSG00000143545,2.5071168,,,RAB13
ENSG00000143549,8.045202,5.6090994,4.5548534,TPM3
ENSG00000143553,0.61362654,0.39484754,0.31764436,SNAPIN
ENSG00000143569,1.0779037,1.3027551,0.92795444,UBAP2L
ENSG00000143570,0.8478354,0.6623881,0.5348632,SLC39A1
ENSG00000143575,1.0724611,1.7087028,1.5019983,HAX1
ENSG00000143595,,0.09954152,,AQP10
ENSG00000143612,1.7188395,2.3612154,1.8753242,C1orf43
ENSG00000143614,0.29371125,0.3759878,0.33441475,GATAD2B
ENSG00000143621,2.6904955,4.2261167,3.3125064,ILF2
ENSG00000143622,0.25382555,0.14612933,0.1259751,RIT1
ENSG00000143624,0.23923317,0.26142514,0.19142085,INTS3
ENSG00000143633,0.16360226,0.89799947,0.68385935,C1orf131
ENSG00000143641,0.7994003,0.57236445,0.47873646,GALNT2
ENSG00000143653,1.0029927,0.95857936,0.82243276,SCCPDH
ENSG00000143669,0.16675983,,,LYST
ENSG00000143702,3.2333562,1.0226502,0.91416067,CEP170
ENSG00000143727,1.9976928,2.8407643,1.9802688,ACP1
ENSG00000143740,0.28489628,0.3657708,0.2875848,SNAP47
ENSG00000143742,3.663294,5.9939055,4.282703,SRP9
ENSG00000143748,0.196629,0.5277131,0.42728215,NVL
ENSG00000143751,0.16225567,0.67525125,0.5300861,SDE2
ENSG00000143753,1.1939118,0.8305103,0.64650834,DEGS1
ENSG00000143756,0.21980132,0.45803538,0.34046575,FBXO28
ENSG00000143761,4.010152,4.216369,3.3694413,ARF1
ENSG00000143771,1.6211928,0.93444866,0.73502886,CNIH4
ENSG00000143774,5.7588716,4.2926965,3.0687213,GUK1
ENSG00000143776,0.7338406,0.81782734,0.6784294,CDC42BPA
ENSG00000143793,0.50289387,1.0133839,0.844042,C1orf35
ENSG00000143797,0.4624092,,,MBOAT2
ENSG00000143799,1.7317958,6.4832015,5.0099874,PARP1
ENSG00000143801,0.11990232,,,PSEN2
ENSG00000143811,0.4302633,1.0751154,0.95271206,PYCR2
ENSG00000143815,1.2499642,2.8279452,2.1691477,LBR
ENSG00000143819,0.31717563,0.21368669,0.14259881,EPHX1
ENSG00000143851,,0.88441545,0.6900972,PTPN7
ENSG00000143862,0.29840583,0.24105725,0.25678572,ARL8A
ENSG00000143870,5.5413814,5.2945824,4.281249,PDIA6
ENSG00000143878,0.6573231,0.14588316,0.12957795,RHOB
ENSG00000143889,0.31289038,0.66564494,0.51868033,HNRNPLL
ENSG00000143891,,0.77133757,0.76934606,GALM
ENSG00000143919,,0.17758375,0.1499722,CAMKMT
ENSG00000143924,0.47006083,0.55327374,0.42170566,EML4
ENSG00000143933,12.985574,8.029372,6.0789213,CALM2
ENSG00000143942,0.20633477,0.2467478,0.1545095,CHAC2
ENSG00000143947,47.05167,63.25375,52.519115,RPS27A
ENSG00000143952,0.13205223,0.16461104,0.14124031,VPS54
ENSG00000143970,0.3644363,0.56514853,0.43385157,ASXL2
ENSG00000143971,0.24769172,0.16977334,0.1509178,ETAA1
ENSG00000143977,3.7727,7.310412,5.4208283,SNRPG
ENSG00000144021,0.8920717,1.1511351,0.8878993,CIAO1
ENSG00000144026,,0.15069292,0.12926172,ZNF514
ENSG00000144028,1.0412023,2.5144215,1.8719532,SNRNP200
ENSG00000144029,0.75902426,1.6038625,1.1155119,MRPS5
ENSG00000144034,1.0246584,1.6052625,1.1171455,TPRKB
ENSG00000144036,0.20387523,,,EXOC6B
ENSG00000144040,0.13407266,0.23229522,0.1578637,SFXN5
ENSG00000144043,0.35113314,0.37716874,0.24682881,TEX261
ENSG00000144048,0.27716348,0.3393273,0.2884434,DUSP11
ENSG00000144061,0.1679032,,,NPHP1
ENSG00000144118,0.6022873,0.3303011,0.31016043,RALB
ENSG00000144120,0.17139013,0.33504468,0.2731235,TMEM177
ENSG00000144136,4.2530217,1.3492445,0.85656065,SLC20A1
ENSG00000144161,0.16978312,0.64464164,0.47610593,ZC3H8
ENSG00000144199,,0.16873454,0.16041067,FAHD2B
ENSG00000144218,0.27266845,0.14539747,0.120625906,AFF3
ENSG00000144224,1.9949392,1.7334311,1.374908,UBXN4
ENSG00000144228,0.1477066,,,SPOPL
ENSG00000144231,0.4055916,0.90058255,0.6847563,POLR2D
ENSG00000144233,0.0891502,0.14564589,,AMMECR1L
ENSG00000144278,0.1825295,,,GALNT13
ENSG00000144283,0.48292625,0.5018228,0.36244246,PKP4
ENSG00000144306,0.17351083,0.120244674,0.10158219,SCRN3
ENSG00000144320,0.6025846,0.45417577,0.333982,LNPK
ENSG00000144354,0.26736873,1.2480997,0.9659591,CDCA7
ENSG00000144357,0.31362015,0.67055625,0.49340746,UBR3
ENSG00000144362,,0.14818184,0.12039108,PHOSPHO2
ENSG00000144366,0.7880585,0.3217432,0.24930237,GULP1
ENSG00000144369,0.1505081,,,FAM171B
ENSG00000144381,12.1259165,27.901058,19.009867,HSPD1
ENSG00000144395,,0.15342057,0.12024797,CCDC150
ENSG00000144401,0.23378277,0.8533879,0.6577313,METTL21A
ENSG00000144426,0.48137194,0.35707098,0.28868002,NBEAL1
ENSG00000144451,0.38245112,,,SPAG16
ENSG00000144455,0.31144285,,,SUMF1
ENSG00000144468,,0.2265316,0.18161808,RHBDD1
ENSG00000144485,,1.1410924,0.98513454,HES6
ENSG00000144524,0.24454412,0.5481438,0.37488502,COPS7B
ENSG00000144535,0.17553756,0.14005685,0.12680623,DIS3L2
ENSG00000144554,0.23433025,0.79622614,0.56979895,FANCD2
ENSG00000144559,0.120938264,0.36311805,0.28508285,TAMM41
ENSG00000144560,0.69000655,0.3676472,0.3320203,VGLL4
ENSG00000144566,0.69105023,1.0016528,0.84127796,RAB5A
ENSG00000144567,0.38592607,0.30326194,0.25065613,RETREG2
ENSG00000144579,0.2752816,0.47670332,0.4319627,CTDSP1
ENSG00000144580,0.44013935,0.5574289,0.3967521,CNOT9
ENSG00000144583,0.15228759,,,MARCH4
ENSG00000144591,0.33969334,1.1645348,0.67988086,GMPPA
ENSG00000144597,0.099669494,0.31366527,0.20950842,EAF1
ENSG00000144635,0.89641696,3.4223998,2.4740381,DYNC1LI1
ENSG00000144642,0.3736797,,,RBMS3
ENSG00000144645,0.23668496,,,OSBPL10
ENSG00000144647,,0.17125513,0.12244518,POMGNT2
ENSG00000144659,0.20100524,0.3279977,0.25720772,SLC25A38
ENSG00000144674,3.6982467,1.730513,1.5018009,GOLGA4
ENSG00000144677,0.4959971,,,CTDSPL
ENSG00000144681,0.18875162,,,STAC
ENSG00000144711,,0.20716181,0.15800142,IQSEC1
ENSG00000144713,37.46399,59.487026,55.78672,RPL32
ENSG00000144724,,0.22880003,0.16481243,PTPRG
ENSG00000144736,0.13678499,0.23161894,0.16433597,SHQ1
ENSG00000144741,0.23338045,0.4503586,0.37224674,SLC25A26
ENSG00000144744,0.47479236,0.42594343,0.31657362,UBA3
ENSG00000144746,2.0997722,0.6431354,0.58501726,ARL6IP5
ENSG00000144747,1.1087685,0.5919013,0.46891314,TMF1
ENSG00000144791,0.11377571,0.13320772,0.113495134,LIMD1
ENSG00000144802,0.08921967,,,NFKBIZ
ENSG00000144810,2.5055435,,,COL8A1
ENSG00000144815,0.35858932,,,NXPE3
ENSG00000144824,0.50314933,,,PHLDB2
ENSG00000144827,0.24940825,0.22384422,0.1840879,ABHD10
ENSG00000144840,0.24205278,0.2202787,0.16656479,RABL3
ENSG00000144848,1.1512023,1.2211457,0.86727315,ATG3
ENSG00000144857,0.11616444,,,BOC
ENSG00000144867,0.4965683,0.9505914,0.621886,SRPRB
ENSG00000144895,1.1804149,1.7905209,1.5291468,EIF2A
ENSG00000144909,0.25309232,0.4072777,0.2775801,OSBPL11
ENSG00000144959,1.588212,,,NCEH1
ENSG00000145012,1.2028891,,,LPP
ENSG00000145014,0.27434602,,,TMEM44
ENSG00000145016,0.10644433,0.12221696,,RUBCN
ENSG00000145022,0.36691839,0.11217895,,TCTA
ENSG00000145041,0.21635526,0.45944563,0.31106296,DCAF1
ENSG00000145050,1.8055977,0.75905514,0.5244584,MANF
ENSG00000145191,0.3591579,0.7986781,0.5974966,EIF2B5
ENSG00000145214,,0.13190547,,DGKQ
ENSG00000145216,0.8143453,1.1620862,0.9042328,FIP1L1
ENSG00000145220,0.6477612,2.1810524,1.4679134,LYAR
ENSG00000145241,0.33805278,0.65176433,0.67821074,CENPC
ENSG00000145242,0.18608615,,,EPHA5
ENSG00000145246,0.52403736,,,ATP10D
ENSG00000145247,1.7265553,,,OCIAD2
ENSG00000145248,,0.68815017,0.523056,SLC10A4
ENSG00000145284,0.19589959,,,SCD5
ENSG00000145293,0.6364073,0.80786175,0.49888968,ENOPH1
ENSG00000145331,,0.19140668,0.12603253,TRMT10A
ENSG00000145332,0.14531077,0.5283575,0.371607,KLHL8
ENSG00000145335,0.6828258,,,SNCA
ENSG00000145337,1.4158345,2.1099806,1.5190718,PYURF
ENSG00000145348,0.115464605,0.15344939,0.120886676,TBCK
ENSG00000145349,0.6109142,,,CAMK2D
ENSG00000145354,1.1128274,2.1086469,1.4314389,CISD2
ENSG00000145365,0.15019892,,,TIFA
ENSG00000145375,0.30010042,0.44420204,0.3599736,SPATA5
ENSG00000145386,1.6722012,2.6675653,1.9558817,CCNA2
ENSG00000145388,0.22151299,0.3132731,0.23525184,METTL14
ENSG00000145390,0.21976255,0.24037398,0.2068141,USP53
ENSG00000145391,0.5073829,0.22436486,0.19955066,SETD7
ENSG00000145414,0.34998766,0.59016913,0.42595714,NAF1
ENSG00000145425,43.449184,58.69943,49.23733,RPS3A
ENSG00000145431,0.76112014,,,PDGFC
ENSG00000145439,0.23067634,0.34597558,0.31900206,CBR4
ENSG00000145494,3.5600111,7.7683167,5.387101,NDUFS6
ENSG00000145495,0.5238433,1.4714571,1.1832328,MARCH6
ENSG00000145545,0.14522593,0.18472856,0.13979831,SRD5A1
ENSG00000145555,1.5152663,,,MYO10
ENSG00000145592,23.301315,39.951756,38.723885,RPL37
ENSG00000145604,0.15656163,0.77806485,0.5541374,SKP2
ENSG00000145623,0.34189123,,,OSMR
ENSG00000145632,6.0064473,,,PLK2
ENSG00000145675,0.14692679,0.2867913,0.23698154,PIK3R1
ENSG00000145685,0.3755797,,,LHFPL2
ENSG00000145687,,0.45090345,0.32080504,SSBP2
ENSG00000145703,,1.703767,1.502904,IQGAP2
ENSG00000145715,0.45991907,0.124573395,0.10541474,RASA1
ENSG00000145723,,0.11359394,,GIN1
ENSG00000145725,0.5365665,1.3740829,1.0063491,PPIP5K2
ENSG00000145730,0.81296635,0.122748,0.13434362,PAM
ENSG00000145734,1.171876,1.5219693,1.2172017,BDP1
ENSG00000145736,0.25742763,0.66507477,0.4332005,GTF2H2
ENSG00000145740,0.39294922,0.8212956,0.62442446,SLC30A5
ENSG00000145741,14.513493,18.61991,15.390111,BTF3
ENSG00000145743,0.12159489,,,FBXL17
ENSG00000145777,0.1254487,,,TSLP
ENSG00000145779,0.27818203,0.55004686,0.54719394,TNFAIP8
ENSG00000145780,0.19913156,,,FEM1C
ENSG00000145781,0.33975118,0.24109322,0.19243076,COMMD10
ENSG00000145782,0.63556916,0.77615774,0.5598029,ATG12
ENSG00000145817,1.1470672,0.4924285,0.35084224,YIPF5
ENSG00000145819,0.15134473,,,ARHGAP26
ENSG00000145833,2.3693867,4.14296,2.9347463,DDX46
ENSG00000145860,0.6935752,0.73271555,0.58106613,RNF145
ENSG00000145868,0.15724352,0.1883299,0.15087475,FBXO38
ENSG00000145901,0.7745411,0.34055504,0.3166428,TNIP1
ENSG00000145907,1.9039401,2.8793764,2.047839,G3BP1
ENSG00000145912,3.3445175,3.099649,2.4267654,NHP2
ENSG00000145916,0.17181799,0.25683263,0.21699518,RMND5B
ENSG00000145919,0.701576,0.4083068,0.3033157,BOD1
ENSG00000145979,0.25912783,0.43406683,0.36663067,TBC1D7
ENSG00000145982,0.20774624,0.31762078,0.26632828,FARS2
ENSG00000145990,0.113640964,,,GFOD1
ENSG00000145996,0.14995882,0.49886662,0.38823378,CDKAL1
ENSG00000146007,0.860094,1.2496899,1.0035366,ZMAT2
ENSG00000146054,0.15366937,,,TRIM7
ENSG00000146063,0.10956988,0.21809568,0.16706415,TRIM41
ENSG00000146066,1.5359687,2.7582383,2.3794072,HIGD2A
ENSG00000146067,,0.1537884,0.1343196,FAM193B
ENSG00000146083,,0.13645378,0.13299099,RNF44
ENSG00000146085,0.19351351,0.22272894,0.21353363,MMUT
ENSG00000146094,,0.12824002,0.12749268,DOK3
ENSG00000146109,0.35416698,1.3847097,1.0156562,ABT1
ENSG00000146112,0.6888971,0.99232244,0.8836529,PPP1R18
ENSG00000146143,0.3531474,0.46181515,0.36487475,PRIM2
ENSG00000146223,2.381658,3.3526697,2.4999013,RPL7L1
ENSG00000146242,0.13861628,,,TPBG
ENSG00000146247,0.83828783,1.4021584,1.0854892,PHIP
ENSG00000146263,0.31421795,0.6232016,0.50201976,MMS22L
ENSG00000146278,0.43854693,0.20914209,0.30595282,PNRC1
ENSG00000146281,0.19762012,,,PM20D2
ENSG00000146282,0.5612271,0.689592,0.5493828,RARS2
ENSG00000146373,0.2844566,0.4531345,0.32559696,RNF217
ENSG00000146376,2.521106,0.7274566,0.68725693,ARHGAP18
ENSG00000146386,1.6326907,1.3081225,1.082877,ABRACL
ENSG00000146409,,0.17229167,0.14062302,SLC18B1
ENSG00000146410,0.13759181,0.3423209,0.2796011,MTFR2
ENSG00000146414,0.2803459,0.768926,0.5986523,SHPRH
ENSG00000146416,0.7510678,,,AIG1
ENSG00000146425,2.6874428,1.4303212,1.1288989,DYNLT1
ENSG00000146433,0.39090753,0.5460902,0.3667584,TMEM181
ENSG00000146457,0.8808064,1.1653774,0.8833615,WTAP
ENSG00000146463,0.8123766,1.6259542,1.3257743,ZMYM4
ENSG00000146476,0.4122201,0.38193756,0.3053841,ARMT1
ENSG00000146535,0.31159368,0.12416118,0.10770949,GNA12
ENSG00000146540,1.6324306,0.81086165,0.60027105,C7orf50
ENSG00000146576,0.120367095,0.16943842,0.12304326,C7orf26
ENSG00000146587,0.12406852,0.2755502,0.21442507,RBAK
ENSG00000146592,0.09497578,,,CREB5
ENSG00000146648,1.3340625,,,EGFR
ENSG00000146670,0.3651466,0.7793203,0.5817129,CDCA5
ENSG00000146674,3.1853223,,,IGFBP3
ENSG00000146676,0.56773806,0.58038443,0.42693192,PURB
ENSG00000146701,3.1850355,6.3856688,5.368917,MDH2
ENSG00000146729,0.86939377,1.2181547,0.98988515,NIPSNAP2
ENSG00000146731,6.857532,9.01281,6.3201265,CCT6A
ENSG00000146733,0.2827915,0.47068468,0.54955727,PSPH
ENSG00000146757,0.15122034,0.38801748,0.35733247,ZNF92
ENSG00000146802,,0.1410297,0.11389852,TMEM168
ENSG00000146828,0.13908525,,,SLC12A9
ENSG00000146830,0.11817073,0.23209225,0.20690443,GIGYF1
ENSG00000146833,0.20676291,0.29941806,0.25248575,TRIM4
ENSG00000146834,0.29519156,0.5289323,0.33839208,MEPCE
ENSG00000146842,,0.3720363,0.27434325,TMEM209
ENSG00000146872,0.52375156,0.61497855,0.4721179,TLK2
ENSG00000146909,0.37599227,1.0072031,0.71825856,NOM1
ENSG00000146918,0.6700793,0.65752566,0.51215047,NCAPG2
ENSG00000146963,1.3200313,3.2975674,2.5237064,LUC7L2
ENSG00000147010,1.1025438,0.12073533,0.11256553,SH3KBP1
ENSG00000147027,0.23697186,,,TMEM47
ENSG00000147044,0.29626814,,,CASK
ENSG00000147050,0.14613365,0.32715675,0.27093476,KDM6A
ENSG00000147065,3.9408972,2.748856,2.2769024,MSN
ENSG00000147099,0.32509163,0.42852947,0.35132286,HDAC8
ENSG00000147100,0.3012001,,,SLC16A2
ENSG00000147119,0.11263252,,,CHST7
ENSG00000147123,2.5792847,3.1604202,2.6101983,NDUFB11
ENSG00000147130,0.13800022,0.25605407,0.20276374,ZMYM3
ENSG00000147133,0.22953998,0.30902374,0.24773099,TAF1
ENSG00000147140,2.8624868,3.2717092,2.5581896,NONO
ENSG00000147155,0.8641771,1.1609483,0.92680484,EBP
ENSG00000147162,0.2279132,0.50765336,0.47129187,OGT
ENSG00000147164,0.18011923,0.13163146,,SNX12
ENSG00000147180,,0.10918672,0.100983955,ZNF711
ENSG00000147202,0.31061247,,,DIAPH2
ENSG00000147224,0.7111312,0.7987711,0.5592782,PRPS1
ENSG00000147251,,0.18192656,0.18859467,DOCK11
ENSG00000147274,1.8407394,3.6008258,2.999142,RBMX
ENSG00000147316,0.277971,0.46831772,0.35335755,MCPH1
ENSG00000147324,0.13304003,0.37266037,0.24365999,MFHAS1
ENSG00000147364,0.13694932,0.15470524,0.14190318,FBXO25
ENSG00000147383,0.20354317,0.39466012,0.32797614,NSDHL
ENSG00000147394,0.13948639,,,ZNF185
ENSG00000147400,0.7715863,0.32635877,0.23397858,CETN2
ENSG00000147403,61.086063,54.07139,46.66119,RPL10
ENSG00000147416,0.60734534,0.37562594,0.26750308,ATP6V1B2
ENSG00000147419,1.1138979,0.9229958,0.84360355,CCDC25
ENSG00000147421,0.10355001,0.57486147,0.5104412,HMBOX1
ENSG00000147439,0.1789302,0.22492181,0.18362825,BIN3
ENSG00000147443,,0.1457062,0.120971225,DOK2
ENSG00000147454,0.9721812,1.6371481,1.4943035,SLC25A37
ENSG00000147457,0.26345313,0.2810584,0.19324133,CHMP7
ENSG00000147459,0.7770931,,,DOCK5
ENSG00000147465,,1.2414849,1.3247643,STAR
ENSG00000147471,0.27478942,0.45531464,0.30069533,PLPBP
ENSG00000147475,0.38849849,0.32857466,0.28044546,ERLIN2
ENSG00000147509,0.49557766,0.17381762,0.1725274,RGS20
ENSG00000147526,1.62198,0.46231413,0.34698316,TACC1
ENSG00000147533,0.41233292,0.642309,0.4632453,GOLGA7
ENSG00000147535,0.4901274,,,PLPP5
ENSG00000147536,0.28440282,0.36125773,0.29043704,GINS4
ENSG00000147548,1.3401237,1.2859824,1.05399,NSD3
ENSG00000147586,0.71435744,0.8871947,0.6328172,MRPS28
ENSG00000147592,0.29718456,0.3037802,0.27306664,LACTB2
ENSG00000147601,0.5324947,0.6818214,0.53903264,TERF1
ENSG00000147604,25.49519,36.607914,30.511986,RPL7
ENSG00000147649,4.572106,5.651416,4.085016,MTDH
ENSG00000147650,0.5796132,0.11610809,0.10337185,LRP12
ENSG00000147654,0.31310856,0.75618494,0.5897085,EBAG9
ENSG00000147669,1.3475376,1.7510469,1.1587951,POLR2K
ENSG00000147677,3.0938137,4.819567,4.410107,EIF3H
ENSG00000147679,0.2783854,0.4567981,0.33863103,UTP23
ENSG00000147684,2.4123445,5.5434704,3.9916387,NDUFB9
ENSG00000147687,0.7333799,0.6628551,0.46652383,TATDN1
ENSG00000147689,,1.197892,1.2204611,FAM83A
ENSG00000147789,0.19850236,0.310442,0.26332232,ZNF7
ENSG00000147804,0.15521495,1.1961509,0.917905,SLC39A4
ENSG00000147813,,0.22858164,0.21525748,NAPRT
ENSG00000147852,0.119070664,,,VLDLR
ENSG00000147853,0.7229189,,,AK3
ENSG00000147854,0.48725778,0.13544789,,UHRF2
ENSG00000147862,0.941366,,,NFIB
ENSG00000147872,1.2763939,0.56414276,0.46302986,PLIN2
ENSG00000147874,0.78891784,0.6806271,0.51474106,HAUS6
ENSG00000147883,0.12591116,,,CDKN2B
ENSG00000147889,4.4208655,,,CDKN2A
ENSG00000147905,0.29195163,0.59667844,0.5302271,ZCCHC7
ENSG00000147955,0.9798844,,,SIGMAR1
ENSG00000147996,0.19266464,0.19200133,0.15374468,CBWD5
ENSG00000148019,0.65976566,0.4376706,0.31190276,CEP78
ENSG00000148082,0.67025334,,,SHC3
ENSG00000148090,,0.17238748,0.14592633,AUH
ENSG00000148110,0.42595536,0.5467891,0.37442383,MFSD14B
ENSG00000148120,0.47020015,0.11040092,,AOPEP
ENSG00000148143,0.25797427,,,ZNF462
ENSG00000148153,0.26645944,0.41263622,0.29653013,INIP
ENSG00000148154,2.1141295,0.5663512,0.39586803,UGCG
ENSG00000148158,0.14288801,,,SNX30
ENSG00000148175,0.103341974,0.25816137,0.20661896,STOM
ENSG00000148180,0.16480252,,0.112187274,GSN
ENSG00000148187,0.32586873,0.67916954,0.52789664,MRRF
ENSG00000148200,,1.3941877,0.9832935,NR6A1
ENSG00000148218,0.14622995,,,ALAD
ENSG00000148229,0.88572073,1.6217033,1.1498474,POLE3
ENSG00000148248,1.4005457,0.92712486,0.6882377,SURF4
ENSG00000148288,,,0.13147344,GBGT1
ENSG00000148290,0.5717712,0.41391796,0.3744408,SURF1
ENSG00000148291,0.5791513,0.697349,0.44193542,SURF2
ENSG00000148296,0.3598933,1.2161378,0.8323379,SURF6
ENSG00000148297,0.11168476,0.21554856,0.15044627,MED22
